~cui~aui~alignment~text~corrected~umls~id_document
0~C0007134~A0807597~renal cell carcinoma~carcinoma células renales~cell~Timolol maleate~0
1~C0442824~A0836572~very dangerous~muy peligroso~dangerous~timolol maleate~24
